sample.starF	FusionName.StarF	JunctionReadCount	SpanningFragCount	est_J	est_S	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots	lex_ordered_fusion_name	proxy_fusion_name.starF	LR_progs	num_LR_progs	type	FusionName.LR	sample.arriba	gene1	gene2	confidence	split_reads1	split_reads2	discordant_mates	FusionName.arriba	proxy_fusion_name.arriba	has_long_read_support	progs	left_gene_coords	right_gene_coords	priority_fusion_name
HCC1395	ST3GAL4--RP11-115C10.1	6	9	6	7.57	INCL_NON_REF_SPLICE	ST3GAL4^ENSG00000110080.17	chr11:126440383:+	RP11-115C10.1^ENSG00000254607.2	chr11:126652781:+	YES_LDAS	0.3422	GT	1.8323	AG	1.9086	[INTRACHROMOSOMAL[chr11:0.21Mb]]	HCC1395|RP11-115C10.1--ST3GAL4	HCC1395|ST3GAL4--RP11-115C10.1	ctat-LR-fusion,fusionseeker,pbfusion	3	shared_LR_pred	ST3GAL4--RP11-115C10.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr11:126652852-126682104	chr11:126355640-126440344	ST3GAL4--RP11-115C10.1
HCC1395	PEA15--CASQ1	5	0	5	0	ONLY_REF_SPLICE	PEA15^ENSG00000162734.11	chr1:160205522:+	CASQ1^ENSG00000143318.11	chr1:160201245:+	YES_LDAS	0.1261	GT	1.9086	AG	1.8295	[INTRACHROMOSOMAL[chr1:0.00Mb],LOCAL_REARRANGEMENT:+:[3451]]	HCC1395|CASQ1--PEA15	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr1:160190556-160201886	chr1:160205337-160215376	PEA15--CASQ1
HCC1395	GSKIP--RP11-661P17.1	5	0	5	0	INCL_NON_REF_SPLICE	GSKIP^ENSG00000100744.13	chr14:96363568:+	RP11-661P17.1^ENSG00000258551.4	chr15:91385363:+	YES_LDAS	0.1261	GT	1.4295	AG	1.4295	[INTERCHROMOSOMAL[chr14--chr15]]	HCC1395|GSKIP--RP11-661P17.1	HCC1395|GSKIP--RP11-661P17.1	ctat-LR-fusion,pbfusion	2	shared_LR_pred	GSKIP--RP11-661P17.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr14:96363452-96387288	chr15:91408708-91605211	GSKIP--RP11-661P17.1
HCC1395	LEPROT--LEPR	5	1	5	1	ONLY_REF_SPLICE	LEPROT^ENSG00000213625.7	chr1:65425378:+	LEPR^ENSG00000116678.17	chr1:65565546:+	YES_LDAS	0.1513	GT	1.8256	AG	1.9219	[GTEx_recurrent_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr1:0.09Mb],NEIGHBORS[89682]]	HCC1395|LEPR--LEPROT	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr1:65420652-65641559	chr1:65420587-65436007	LEPROT--LEPR
HCC1395	MIR4435-1HG--AC083899.3	5	2	5	1.86	INCL_NON_REF_SPLICE	MIR4435-1HG^ENSG00000172965.13	chr2:111344061:-	AC083899.3^ENSG00000204745.3	chr2:87125198:+	YES_LDAS	0.173	GT	1.8295	AG	1.8062	[INTRACHROMOSOMAL[chr2:24.00Mb]]	HCC1395|AC083899.3--MIR4435-1HG	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr2:87125390-87196647	chr2:111196350-111495100	MIR4435-1HG--AC083899.3
HCC1395	RP11-380O24.1--SRGAP3	5	6	5	6	ONLY_REF_SPLICE	RP11-380O24.1^ENSG00000254485.4	chr3:9326010:-	SRGAP3^ENSG00000196220.14	chr3:9124917:-	YES_LDAS	0.2774	GT	1.9656	AG	1.8062	[INTRACHROMOSOMAL[chr3:0.04Mb],NEIGHBORS[42903]]	HCC1395|RP11-380O24.1--SRGAP3	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr3:9292588-9363303	chr3:8980591-9363053	RP11-380O24.1--SRGAP3
HCC1395	E2F3--PKD2	4	0	4	0	ONLY_REF_SPLICE	E2F3^ENSG00000112242.13	chr6:20403832:+	PKD2^ENSG00000118762.6	chr4:88036136:+	YES_LDAS	0.1009	GT	1.8892	AG	1.9329	[CCLE_StarF2019,INTERCHROMOSOMAL[chr6--chr4]]	HCC1395|E2F3--PKD2	HCC1395|E2F3--PKD2	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	E2F3--PKD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr6:20401906-20493715	chr4:88007668-88077777	E2F3--PKD2
HCC1395	E2F3--PKD2	4	0	4	0	INCL_NON_REF_SPLICE	E2F3^ENSG00000112242.13	chr6:20403832:+	PKD2^ENSG00000118762.6	chr4:88031085:+	YES_LDAS	0.1009	GT	1.8892	AG	1.8256	[CCLE_StarF2019,INTERCHROMOSOMAL[chr6--chr4]]	HCC1395|E2F3--PKD2	HCC1395|E2F3--PKD2	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	E2F3--PKD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr6:20401906-20493715	chr4:88007668-88077777	E2F3--PKD2
HCC1395	CASD1--GNG11	4	0	4	0	ONLY_REF_SPLICE	CASD1^ENSG00000127995.15	chr7:94554575:+	GNG11^ENSG00000127920.5	chr7:93926091:+	YES_LDAS	0.1009	GT	1.6895	AG	1.8295	[INTRACHROMOSOMAL[chr7:0.58Mb]]	HCC1395|CASD1--GNG11	NA	NA	NA	no_LR_pred	NA	HCC1395	CASD1	GNG11	high	1	2	0	CASD1--GNG11	NA	FALSE	starF,arriba	chr7:94509219-94557019	chr7:93921699-93928610	CASD1--GNG11
HCC1395	PRR16--CTD-2334D19.1	4	1	4	1	ONLY_REF_SPLICE	PRR16^ENSG00000184838.13	chr5:120464645:+	CTD-2334D19.1^ENSG00000248927.1	chr5:120789954:+	YES_LDAS	0.1261	GT	1.6895	AG	1.9329	[INTRACHROMOSOMAL[chr5:0.09Mb],NEIGHBORS[93886]]	HCC1395|CTD-2334D19.1--PRR16	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr5:120781218-120790778	chr5:120464278-120687332	PRR16--CTD-2334D19.1
HCC1395	KPNA1--EEFSEC	4	1	4	1	ONLY_REF_SPLICE	KPNA1^ENSG00000114030.11	chr3:122449574:-	EEFSEC^ENSG00000132394.9	chr3:128246836:+	YES_LDAS	0.1261	GT	1.9086	AG	1.9656	[CCLE_StarF2019,INTRACHROMOSOMAL[chr3:5.64Mb]]	HCC1395|EEFSEC--KPNA1	HCC1395|KPNA1--EEFSEC	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	KPNA1--EEFSEC	HCC1395	KPNA1	EEFSEC	high	2	2	1	KPNA1--EEFSEC	HCC1395|KPNA1--EEFSEC	TRUE	starF,arriba	chr3:128153454-128408646	chr3:122421949-122514945	KPNA1--EEFSEC
HCC1395	PCDHGB1--PCDHGC5	4	2	4	0.32	INCL_NON_REF_SPLICE	PCDHGB1^ENSG00000254221.2	chr5:141350299:+	PCDHGC5^ENSG00000240764.3	chr5:141494807:+	YES_LDAS	0.109	GT	1.7465	AG	1.3383	[DGD_PARALOGS,HGNC_GENEFAM,INTRACHROMOSOMAL[chr5:0.14Mb]]	HCC1395|PCDHGB1--PCDHGC5	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr5:141350102-141512979	chr5:141489121-141512979	PCDHGB1--PCDHGC5
HCC1395	ST3GAL4--RP11-115C10.1	4	5	4	1.43	INCL_NON_REF_SPLICE	ST3GAL4^ENSG00000110080.17	chr11:126409411:+	RP11-115C10.1^ENSG00000254607.2	chr11:126652781:+	YES_LDAS	0.137	GT	1.8323	AG	1.9086	[INTRACHROMOSOMAL[chr11:0.21Mb]]	HCC1395|RP11-115C10.1--ST3GAL4	HCC1395|ST3GAL4--RP11-115C10.1	ctat-LR-fusion,fusionseeker,pbfusion	3	shared_LR_pred	ST3GAL4--RP11-115C10.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr11:126652852-126682104	chr11:126355640-126440344	ST3GAL4--RP11-115C10.1
HCC1395	MLLT10--AMD1P1	3	1	3	1	INCL_NON_REF_SPLICE	MLLT10^ENSG00000078403.15	chr10:21595440:+	AMD1P1^ENSG00000228339.1	chr10:20350074:+	YES_LDAS	0.1009	GT	1.7819	AG	1.7465	[INTRACHROMOSOMAL[chr10:1.18Mb]]	HCC1395|AMD1P1--MLLT10	HCC1395|MLLT10--AMD1P1	pbfusion	1	unique_LR_pred	MLLT10--AMD1P1	HCC1395	MLLT10	AMD1P1	high	2	1	2	MLLT10--AMD1P1	HCC1395|MLLT10--AMD1P1	TRUE	starF,arriba	chr10:20350049-20351100	chr10:21534165-21743630	MLLT10--AMD1P1
HCC1395	EFTUD2--KIF18B	3	3	3	3	ONLY_REF_SPLICE	EFTUD2^ENSG00000108883.11	chr17:44864930:-	KIF18B^ENSG00000186185.12	chr17:44929024:-	YES_LDAS	0.1514	GT	1.9656	AG	1.9656	[CCLE_StarF2019,INTRACHROMOSOMAL[chr17:0.03Mb],LOCAL_REARRANGEMENT:-:[25047]]	HCC1395|EFTUD2--KIF18B	NA	NA	NA	no_LR_pred	NA	HCC1395	EFTUD2	KIF18B	high	1	1	3	EFTUD2--KIF18B	NA	FALSE	starF,arriba	chr17:44849943-44899662	chr17:44924709-44947711	EFTUD2--KIF18B
HCC1395	UNC5C--STPG2	3	4	3	3	ONLY_REF_SPLICE	UNC5C^ENSG00000182168.13	chr4:95278259:-	STPG2^ENSG00000163116.8	chr4:97241098:-	YES_LDAS	0.1514	GT	1.9656	AG	1.9086	[INTRACHROMOSOMAL[chr4:1.63Mb]]	HCC1395|STPG2--UNC5C	HCC1395|UNC5C--STPG2	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	UNC5C--STPG2	HCC1395	UNC5C	STPG2	high	1	1	20	UNC5C--STPG2	HCC1395|UNC5C--STPG2	TRUE	starF,arriba	chr4:97184093-98143240	chr4:95162504-95549206	UNC5C--STPG2
HCC1395	UNC5C--STPG2	3	4	3	3	ONLY_REF_SPLICE	UNC5C^ENSG00000182168.13	chr4:95278259:-	STPG2^ENSG00000163116.8	chr4:97241098:-	YES_LDAS	0.1514	GT	1.9656	AG	1.9086	[INTRACHROMOSOMAL[chr4:1.63Mb]]	HCC1395|STPG2--UNC5C	HCC1395|UNC5C--STPG2	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	UNC5C--STPG2	HCC1395	UNC5C	STPG2	high	2	1	6	UNC5C--STPG2	HCC1395|UNC5C--STPG2	TRUE	starF,arriba	chr4:97184093-98143240	chr4:95162504-95549206	UNC5C--STPG2
HCC1395	UNC5C--STPG2	3	4	3	3	ONLY_REF_SPLICE	UNC5C^ENSG00000182168.13	chr4:95278259:-	STPG2^ENSG00000163116.8	chr4:97241098:-	YES_LDAS	0.1514	GT	1.9656	AG	1.9086	[INTRACHROMOSOMAL[chr4:1.63Mb]]	HCC1395|STPG2--UNC5C	HCC1395|UNC5C--STPG2	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	UNC5C--STPG2	HCC1395	UNC5C	STPG2	high	0	1	4	UNC5C--STPG2	HCC1395|UNC5C--STPG2	TRUE	starF,arriba	chr4:97184093-98143240	chr4:95162504-95549206	UNC5C--STPG2
HCC1395	LDLRAD3--PRR5L	3	5	3	1.35	ONLY_REF_SPLICE	LDLRAD3^ENSG00000179241.11	chr11:36098461:+	PRR5L^ENSG00000135362.12	chr11:36393846:+	YES_LDAS	0.1097	GT	1.9329	AG	1.8323	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr11:0.06Mb],NEIGHBORS[64152]]	HCC1395|LDLRAD3--PRR5L	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr11:35943981-36232136	chr11:36296288-36465204	LDLRAD3--PRR5L
HCC1395	OSBPL9--RP11-191G24.1	2	2	2	2	ONLY_REF_SPLICE	OSBPL9^ENSG00000117859.17	chr1:51714079:+	RP11-191G24.1^ENSG00000227070.1	chr1:51560882:+	YES_LDAS	0.1008	GT	1.8062	AG	1.7819	[INTRACHROMOSOMAL[chr1:0.02Mb],LOCAL_REARRANGEMENT:+:[15550]]	HCC1395|OSBPL9--RP11-191G24.1	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr1:51577179-51798427	chr1:51518309-51561629	OSBPL9--RP11-191G24.1
K562	BCR--ABL1	254	107	254	107	ONLY_REF_SPLICE	BCR^ENSG00000186716.18	chr22:23290413:+	ABL1^ENSG00000097007.16	chr9:130854064:+	YES_LDAS	9.5308	GT	1.8892	AG	1.8892	[Mitelman,ChimerKB,ChimerSeq,TCGA_StarF2019,CCLE_StarF2019,Klijn_CellLines,chimerdb_pubmed,chimerdb_omim,DEEPEST2019,GUO2018CR_TCGA,ChimerPub,TumorFusionsNAR2018,Cosmic,INTERCHROMOSOMAL[chr22--chr9]]	K562|ABL1--BCR	K562|BCR--ABL1	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	BCR--ABL1	K562	BCR	ABL1	high	92	142	99	BCR--ABL1	K562|BCR--ABL1	TRUE	starF,arriba	chr9:130713946-130887675	chr22:23179704-23318037	BCR--ABL1
K562	BAG6--SLC44A4	226	134	226	134	ONLY_REF_SPLICE	BAG6^ENSG00000204463.11	chr6:31651656:-	SLC44A4^ENSG00000204385.9	chr6:31865784:-	YES_LDAS	9.5045	GT	1.8295	AG	1.9656	[CCLE_StarF2019,INTRACHROMOSOMAL[chr6:0.21Mb]]	K562|BAG6--SLC44A4	K562|BAG6--SLC44A4	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	BAG6--SLC44A4	K562	BAG6	SLC44A4	high	127	83	114	BAG6--SLC44A4	K562|BAG6--SLC44A4	TRUE	starF,arriba	chr6:31639028-31652705	chr6:31863192-31879046	BAG6--SLC44A4
K562	BAG6--SLC44A4	226	134	226	134	ONLY_REF_SPLICE	BAG6^ENSG00000204463.11	chr6:31651656:-	SLC44A4^ENSG00000204385.9	chr6:31865784:-	YES_LDAS	9.5045	GT	1.8295	AG	1.9656	[CCLE_StarF2019,INTRACHROMOSOMAL[chr6:0.21Mb]]	K562|BAG6--SLC44A4	K562|BAG6--SLC44A4	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	BAG6--SLC44A4	K562	BAG6	SLC44A4	high	2	5	74	BAG6--SLC44A4	K562|BAG6--SLC44A4	TRUE	starF,arriba	chr6:31639028-31652705	chr6:31863192-31879046	BAG6--SLC44A4
K562	NUP214--XKR3	105	68	105	68	ONLY_REF_SPLICE	NUP214^ENSG00000126883.15	chr9:131199015:+	XKR3^ENSG00000172967.7	chr22:16808083:-	YES_LDAS	4.5674	GT	1.9656	AG	1.9329	[Mitelman,ChimerSeq,INTERCHROMOSOMAL[chr9--chr22]]	K562|NUP214--XKR3	K562|NUP214--XKR3	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	NUP214--XKR3	K562	NUP214	XKR3	high	46	49	68	NUP214--XKR3	K562|NUP214--XKR3	TRUE	starF,arriba	chr9:131125561-131234670	chr22:16783412-16821699	NUP214--XKR3
K562	UPF3A--CDC16	30	26	30	19.86	INCL_NON_REF_SPLICE	UPF3A^ENSG00000169062.13	chr13:114304913:+	CDC16^ENSG00000130177.13	chr13:114272184:+	YES_LDAS	1.3163	GT	1.2729	AG	1.7968	[DEEPEST2019,TumorFusionsNAR2018,ChimerSeq,TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr13:0.01Mb],LOCAL_REARRANGEMENT:+:[8861]]	K562|CDC16--UPF3A	NA	NA	NA	no_LR_pred	NA	K562	UPF3A	CDC16	high	12	10	24	UPF3A--CDC16	NA	FALSE	starF,arriba	chr13:114234887-114272723	chr13:114281584-114305817	UPF3A--CDC16
K562	LINC01169--SMAD6	28	0	28	0	ONLY_REF_SPLICE	LINC01169^ENSG00000259471.1	chr15:66582248:+	SMAD6^ENSG00000137834.13	chr15:66711668:+	YES_LDAS	0.7392	GT	1.9899	AG	1.6729	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr15:0.02Mb],NEIGHBORS[16434]]	K562|LINC01169--SMAD6	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr15:66582190-66685794	chr15:66702228-66782848	LINC01169--SMAD6
K562	KANSL1--ARL17A	23	8	22.94	7.98	ONLY_REF_SPLICE	KANSL1^ENSG00000120071.11	chr17:46094560:-	ARL17A^ENSG00000185829.14	chr17:46570869:-	YES_LDAS	0.8163	GT	1.8892	AG	1.7056	[GTEx_recurrent_StarF2019,Babiceanu_Normal,ChimerSeq,INTRACHROMOSOMAL[chr17:0.29Mb]]	K562|ARL17A--KANSL1	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr17:46516702-46579722	chr17:46029916-46225374	KANSL1--ARL17A
K562	RP5-906C1.1--PREX1	17	1	17	0.89	ONLY_REF_SPLICE	RP5-906C1.1^ENSG00000278231.1	chr20:48849435:-	PREX1^ENSG00000124126.12	chr20:48747880:-	YES_LDAS	0.4723	GT	1.9219	AG	1.8892	[INTRACHROMOSOMAL[chr20:0.01Mb],NEIGHBORS_OVERLAP:-:-:[6195]]	K562|PREX1--RP5-906C1.1	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr20:48624252-48827883	chr20:48821688-48849458	RP5-906C1.1--PREX1
K562	TVP23C--CDRT4	15	8	15	7.29	ONLY_REF_SPLICE	TVP23C^ENSG00000175106.15	chr17:15540433:-	CDRT4^ENSG00000239704.9	chr17:15440285:-	YES_LDAS	0.5885	GT	1.8323	AG	1.9899	[INTRACHROMOSOMAL[chr17:0.03Mb],NEIGHBORS[26536]]	K562|CDRT4--TVP23C	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr17:15436015-15503608	chr17:15502264-15563595	TVP23C--CDRT4
K562	C10orf76--KCNIP2	14	6	14	6	ONLY_REF_SPLICE	C10orf76^ENSG00000120029.11	chr10:102040013:-	KCNIP2^ENSG00000120049.17	chr10:101829199:-	YES_LDAS	0.528	GT	1.9329	AG	1.8892	[CCLE_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],NEIGHBORS[1679]]	K562|C10orf76--KCNIP2	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr10:101845599-102056193	chr10:101825974-101843920	C10orf76--KCNIP2
K562	C16orf87--ORC6	13	16	13	12.79	ONLY_REF_SPLICE	C16orf87^ENSG00000155330.8	chr16:46824386:-	ORC6^ENSG00000091651.7	chr16:46693093:+	YES_LDAS	0.6809	GT	1.7465	AG	1.9656	[CCLE_StarF2019,INTRACHROMOSOMAL[chr16:0.10Mb],LOCAL_INVERSION:-:+:[98213]]	K562|C16orf87--ORC6	K562|C16orf87--ORC6	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	C16orf87--ORC6	K562	C16orf87	ORC6	high	4	8	15	C16orf87--ORC6	K562|C16orf87--ORC6	TRUE	starF,arriba	chr16:46796607-46831411	chr16:46689643-46698394	C16orf87--ORC6
K562	C16orf87--ORC6	13	16	13	12.79	ONLY_REF_SPLICE	C16orf87^ENSG00000155330.8	chr16:46824386:-	ORC6^ENSG00000091651.7	chr16:46693093:+	YES_LDAS	0.6809	GT	1.7465	AG	1.9656	[CCLE_StarF2019,INTRACHROMOSOMAL[chr16:0.10Mb],LOCAL_INVERSION:-:+:[98213]]	K562|C16orf87--ORC6	K562|C16orf87--ORC6	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	C16orf87--ORC6	K562	C16orf87	ORC6	high	3	6	9	C16orf87--ORC6	K562|C16orf87--ORC6	TRUE	starF,arriba	chr16:46796607-46831411	chr16:46689643-46698394	C16orf87--ORC6
K562	RP11-307P5.1--SASH1	12	3	12	3	ONLY_REF_SPLICE	RP11-307P5.1^ENSG00000227681.4	chr6:147947519:+	SASH1^ENSG00000111961.15	chr6:148390134:+	YES_LDAS	0.396	GT	1.5329	AG	1.9219	[INTRACHROMOSOMAL[chr6:0.32Mb]]	K562|RP11-307P5.1--SASH1	K562|RP11-307P5.1--SASH1	ctat-LR-fusion,pbfusion	2	shared_LR_pred	RP11-307P5.1--SASH1	K562	RP11-307P5.1	SASH1	high	5	7	6	RP11-307P5.1--SASH1	K562|RP11-307P5.1--SASH1	TRUE	starF,arriba	chr6:147660703-147953937	chr6:148272304-148552050	RP11-307P5.1--SASH1
K562	LEPROT--LEPR	11	1	11	1	ONLY_REF_SPLICE	LEPROT^ENSG00000213625.7	chr1:65425378:+	LEPR^ENSG00000116678.17	chr1:65565546:+	YES_LDAS	0.3168	GT	1.8256	AG	1.9219	[GTEx_recurrent_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr1:0.09Mb],NEIGHBORS[89682]]	K562|LEPR--LEPROT	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr1:65420652-65641559	chr1:65420587-65436007	LEPROT--LEPR
K562	C16orf87--ORC6	9	10	9	3.21	ONLY_REF_SPLICE	C16orf87^ENSG00000155330.8	chr16:46824386:-	ORC6^ENSG00000091651.7	chr16:46695562:+	YES_LDAS	0.3223	GT	1.7465	AG	1.8892	[CCLE_StarF2019,INTRACHROMOSOMAL[chr16:0.10Mb],LOCAL_INVERSION:-:+:[98213]]	K562|C16orf87--ORC6	K562|C16orf87--ORC6	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	C16orf87--ORC6	K562	C16orf87	ORC6	high	4	8	15	C16orf87--ORC6	K562|C16orf87--ORC6	TRUE	starF,arriba	chr16:46796607-46831411	chr16:46689643-46698394	C16orf87--ORC6
K562	C16orf87--ORC6	9	10	9	3.21	ONLY_REF_SPLICE	C16orf87^ENSG00000155330.8	chr16:46824386:-	ORC6^ENSG00000091651.7	chr16:46695562:+	YES_LDAS	0.3223	GT	1.7465	AG	1.8892	[CCLE_StarF2019,INTRACHROMOSOMAL[chr16:0.10Mb],LOCAL_INVERSION:-:+:[98213]]	K562|C16orf87--ORC6	K562|C16orf87--ORC6	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	C16orf87--ORC6	K562	C16orf87	ORC6	high	3	6	9	C16orf87--ORC6	K562|C16orf87--ORC6	TRUE	starF,arriba	chr16:46796607-46831411	chr16:46689643-46698394	C16orf87--ORC6
K562	GLG1--CLEC18B	8	0	8	0	INCL_NON_REF_SPLICE	GLG1^ENSG00000090863.10	chr16:74606657:-	CLEC18B^ENSG00000140839.10	chr16:74424249:-	YES_LDAS	0.2112	GT	1.6402	AG	1.7465	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr16:0.03Mb],NEIGHBORS[25474]]	K562|CLEC18B--GLG1	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr16:74408270-74421953	chr16:74447427-74607144	GLG1--CLEC18B
K562	UMAD1--GLCCI1	7	2	7	2	ONLY_REF_SPLICE	UMAD1^ENSG00000219545.8	chr7:7801743:+	GLCCI1^ENSG00000106415.11	chr7:8003908:+	YES_LDAS	0.2376	GT	1.9656	AG	1.7465	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr7:0.00Mb],NEIGHBORS[774]]	K562|GLCCI1--UMAD1	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr7:7968794-8094272	chr7:7640711-8004059	UMAD1--GLCCI1
K562	IMMP2L--DOCK4	7	5	7	5	ONLY_REF_SPLICE	IMMP2L^ENSG00000184903.8	chr7:111487238:-	DOCK4^ENSG00000128512.18	chr7:111769677:-	YES_LDAS	0.3168	GT	1.8295	AG	1.9086	[DEEPEST2019,ChimerPub,TumorFusionsNAR2018,ChimerSeq,TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr7:0.16Mb]]	K562|DOCK4--IMMP2L	K562|IMMP2L--DOCK4	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	IMMP2L--DOCK4	K562	IMMP2L	DOCK4	high	3	3	5	IMMP2L--DOCK4	K562|IMMP2L--DOCK4	TRUE	starF,arriba	chr7:111726110-112206411	chr7:110663051-111562517	IMMP2L--DOCK4
K562	CTC-786C10.1--RP11-680G10.1	6	1	6	1	ONLY_REF_SPLICE	CTC-786C10.1^ENSG00000262601.1	chr16:85171807:+	RP11-680G10.1^ENSG00000261567.1	chr16:85357463:+	YES_LDAS	0.1848	GT	1.5656	AG	1.7465	[INTRACHROMOSOMAL[chr16:0.17Mb]]	K562|CTC-786C10.1--RP11-680G10.1	K562|CTC-786C10.1--RP11-680G10.1	pbfusion	1	unique_LR_pred	CTC-786C10.1--RP11-680G10.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr16:85171276-85185363	chr16:85357463-85359449	CTC-786C10.1--RP11-680G10.1
K562	CCDC26--LINC00977	6	16	6	14.7	INCL_NON_REF_SPLICE	CCDC26^ENSG00000229140.7	chr8:129352804:-	LINC00977^ENSG00000250400.3	chr8:129223369:-	YES_LDAS	0.5465	GT	1.5546	AG	1.6895	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.11Mb]]	K562|CCDC26--LINC00977	K562|CCDC26--LINC00977	pbfusion	1	unique_LR_pred	CCDC26--LINC00977	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr8:129351691-129680239	chr8:129216467-129241250	CCDC26--LINC00977
K562	SNHG3--AC147651.4	5	0	5	0	ONLY_REF_SPLICE	SNHG3^ENSG00000242125.3	chr1:28508160:+	AC147651.4^ENSG00000237181.1	chr7:607865:+	YES_LDAS	0.132	GT	1.7968	AG	1.9656	[INTERCHROMOSOMAL[chr1--chr7]]	K562|AC147651.4--SNHG3	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr7:603185-608482	chr1:28505980-28510892	SNHG3--AC147651.4
K562	SCHLAP1--UBE2E3	5	0	5	0	ONLY_REF_SPLICE	SCHLAP1^ENSG00000281131.1	chr2:180827507:+	UBE2E3^ENSG00000170035.14	chr2:180982018:+	YES_LDAS	0.132	GT	1.8295	AG	1.8323	[INTRACHROMOSOMAL[chr2:0.05Mb],NEIGHBORS[50309]]	K562|SCHLAP1--UBE2E3	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr2:180692104-180916939	chr2:180967248-181076585	SCHLAP1--UBE2E3
